Weight,Height,Age,Gender,Activity level,Eating preference,BMI_Category
64,5.1,27,Female,Sedentary,Non Vegetarian,Overweight
64,5.1,33,Female,Lightly Active,Non Vegetarian,Overweight
83,5.3,39,Female,Moderately Active,Vegetarian,Obese
63,5.1,37,Female,Moderately Active,Non Vegetarian,Overweight
74.5,5.2,37,Female,Lightly Active,Non Vegetarian,Overweight
73,5.5,27,Female,Lightly Active,Eggetarian,Overweight
85,5.4,40,Female,Sedentary,Eggetarian,Obese
70,5.1,40,Female,Lightly Active,Vegetarian,Overweight
70,5.1,40,Female,Lightly Active,Vegetarian,Overweight
85,5.1,23,Female,Lightly Active,Non Vegetarian,Obese
89,5.5,40,Female,Sedentary,Vegetarian,Obese
76.5,5.08,34,Female,Moderately Active,Non Vegetarian,Obese
88,5,45,Female,Sedentary,Eggetarian,Obese
67,5.3,37,Female,Moderately Active,Non Vegetarian,Overweight
88,5.6,34,Male,Moderately Active ,Non Vegetarian,Obese
85,5.6,27,Female,Very Active,Non Vegetarian,Overweight
80,5.5,28,Female,Lightly Active,Non Vegetarian,Overweight
75.7,5.4,30,Female,Lightly Active,Non Vegetarian,Overweight
70,5.3,29,Female,Sedentary,Vegetarian,Overweight
118.5,5.8,25,Male,Sedentary,Eggetarian,Obese
88,5.4,31,Female,Lightly Active,Vegetarian,Obese
76,5.3,30,Female,Lightly Active,Vegetarian,Overweight
85,5.7,27,Male,Moderately Active,Eggetarian,Overweight
85,5.7,27,Male,Moderately Active,Eggetarian,Overweight
89.5,5.1,28,Female,Sedentary,Non Vegetarian,Obese
77.6,5.3,25,Female,Lightly Active,Non Vegetarian,Overweight
79,5.4,29,Female,Very Active,Non Vegetarian,Overweight
75,5.5,38,Female,Moderately Active,Non Vegetarian,Overweight
100,5.3,24,Female,Sedentary,Non Vegetarian,Obese
88.5,5.2,32,Female,Sedentary,Vegetarian,Obese
78,5.3,29,Female,Sedentary,Vegetarian,Overweight
107,5.1,41,Male,Moderately Active,Non Vegetarian,Obese
80,5.6,22,Female,Sedentary,Vegetarian,Overweight
100,5.5,40,Female,Lightly Active,Vegetarian ,Obese
52,5,33,Female,Moderately Active,Eggetarian,Normal
97,5.4,31,Female,Moderately Active,Eggetarian,Obese
95,5.3,28,Female,Sedentary,Non Vegetarian,Obese
73,5.4,29,Female,Sedentary,Vegan,Overweight
93,5.18,14.5,Female,Lightly Active,Non Vegetarian,Obese
90.5,5.1,48,Female,Moderately Active,Eggetarian,Obese
92.8,5.5,41,Female,Lightly Active,Vegetarian,Obese
74.5,5.4,30,Female,Moderately Active,Eggetarian,Overweight
79,5.5,47,Female,Moderately Active,Non Vegetarian,Overweight
68,5.5,48,Female,Moderately Active,Non Vegetarian,Normal
68,5.5,48,Female,Moderately Active,Non Vegetarian,Normal
91,5.5,26,Female,Sedentary,Vegetarian,Obese
70,5.5,29,Female,Sedentary,Vegetarian,Normal
62,5.5,34,Female,Moderately Active,Non Vegetarian,Normal
76,5.5,25,Female,Moderately Active,Non Vegetarian,Overweight
86,5.4,26,Female,Lightly Active,Non Vegetarian,Obese
96,5.5,32,Female,Lightly Active,Vegetarian,Obese
102,5.5,35,Female,Lightly Active,Non Vegetarian,Obese
64.8,5.2,36,Female,Sedentary,Vegetarian,Overweight
118.5,5.7,29,Female,Sedentary,Vegetarian,Obese
72,5.3,31,Female,Lightly Active,Non Vegetarian,Overweight
73,5.5,27,Female,Lightly Active,Non Vegetarian,Overweight
72,5.3,50.5,Female,Moderately Active,Non Vegetarian,Overweight
68,5.2,28,Female,Moderately Active,Vegetarian,Overweight
65,5.2,27,Female,Sedentary,Non Vegetarian,Overweight
67.65,5.4,31,Female,Moderately Active,Vegetarian,Normal
91.95,5.8,27,Female,Sedentary,Eggetarian,Overweight
81,5.2,38,Female,Sedentary,Non Vegetarian,Obese
103.2,5.8,32,Female,Sedentary,Vegetarian,Obese
67,5.2,37,Female,Sedentary,Vegetarian,Overweight
73.3,5.2,34,Female,Lightly Active,Non Vegetarian,Overweight
57,4.75,38,Female,Sedentary,Vegetarian,Obese
71.5,5,50.5,Female,Lightly Active,Non Vegetarian,Obese
97,5,34,Female,Sedentary,Vegetarian,Obese
68.2,5.4,38,Female,Moderately Active,Eggetarian,Overweight
61,5.2,42,Female,Lightly Active,Vegetarian,Normal
85,5.7,29,Female,Moderately Active,Vegetarian,Overweight
67,5.3,36,Female,Sedentary,Eggetarian,Overweight
98,5.2,35,Female,Lightly Active,Non Vegetarian,Obese
88,5.5,26,Female,Lightly Active,Non Vegetarian,Obese
78.2,5.1,31,Female,Sedentary,Eggetarian,Obese
100.2,5.7,32,Male,Sedentary,Non Vegetarian,Obese
75,5.4,35,Female,Sedentary,Non Vegetarian,Overweight
75,5.4,35,Female,Sedentary,Non Vegetarian,Overweight
76,5.6,43,Female,Lightly Active,Non Vegetarian,Overweight
72,5.4,34,Female,Sedentary,Eggetarian,Overweight
63,5.5,40,Female,Moderately Active,Eggetarian,Normal
70,5.3,37,Female,Lightly Active,Vegetarian,Overweight
